file,molecule,mol_pred_loaded,mol_cond_loaded,sanitization,all_atoms_connected,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters
bases_c79_named.sdf,CN1CC[C@@H](Oc2cncc(NC(=O)[C@H]3CCCO3)c2)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@H](Oc2cc(NC(=O)[C@@H]3CCCO3)ccn2)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@@H](Oc2cc(NC(=O)[C@@H]3CCCO3)ccn2)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cnc(NC(=O)CO[C@@H]2CCN(C)C2=O)c(O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cnc(NC(=O)CO[C@@H]2CCN(C)C2=O)c(O)c1,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@@H](OCC(=O)Nc2ccccc2O)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@@H](OCC(=O)Nc2ccccc2O)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(NC(=O)CO[C@@H]2CCN(C)C2=O)c(O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(NC(=O)CO[C@@H]2CCN(C)C2=O)c(O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@H](OCC(=O)Nc2ccc(F)cc2O)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@H](OCC(=O)Nc2ccc(F)cc2O)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cccc(O[C@@H]2CCN(C)C2=O)c1NC(=O)CO,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cccc(O[C@H]2CCN(C)C2=O)c1NC(=O)CO,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(C)c(NC(=O)CO[C@@H]2CCN(C)C2=O)c(O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(C)c(NC(=O)CO[C@H]2CCN(C)C2=O)c(O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(O[C@@H]2CCN(C)C2=O)c(NC(=O)CO)c(C)n1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(O[C@H]2CCN(C)C2=O)c(NC(=O)CO)c(C)n1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cnc(NC(=O)CS)c(O[C@@H]2CCN(C)C2=O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cnc(NC(=O)CS)c(O[C@H]2CCN(C)C2=O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@H](Oc2ccccc2NC(=O)CS)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@@H](Oc2ccccc2NC(=O)CS)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(NC(=O)CS)c(O[C@@H]2CCN(C)C2=O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(NC(=O)CS)c(O[C@H]2CCN(C)C2=O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@H](Oc2cc(F)ccc2NC(=O)CS)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN1CC[C@@H](Oc2cc(F)ccc2NC(=O)CS)C1=O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cccc(O[C@@H]2CCN(C)C2=O)c1NC(=O)CS,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cccc(O[C@H]2CCN(C)C2=O)c1NC(=O)CS,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(C)c(NC(=O)CS)c(O[C@@H]2CCN(C)C2=O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(C)c(NC(=O)CS)c(O[C@@H]2CCN(C)C2=O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(O[C@@H]2CCN(C)C2=O)c(NC(=O)CS)c(C)n1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(O[C@@H]2CCN(C)C2=O)c(NC(=O)CS)c(C)n1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CC(=O)Nc1cccc(O)c1NC(=O)CS,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)CO,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COCC(=O)Nc1cccc(O)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CO,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(NC(=O)COCC(=O)N(C)C)cc1O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(C)c(NC(=O)COCC(=O)N(C)C)cc1O,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(NC(=O)CS)cc(OCC(=O)N(C)C)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cccc(NC(=O)CS)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CS,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1ccc(F)c(NC(=O)CS)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(NC(=O)CS)cc1OCC(=O)N(C)C,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(C)c(OCC(=O)N(C)C)cc1NC(=O)CS,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cncc(NC(=O)CS)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cc(NC(=O)CS)ccn1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cc(OCC(=O)N2CCOCC2)ccc1F,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cccc(OCC(=O)N2CCOCC2)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1ccnc(OCC(=O)N2CCOCC2)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cncc(OCC(=O)N2CCOCC2)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(NC(=O)[C@@H]2CCCO2)cc(OCC(=O)N(C)C)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(NC(=O)[C@H]2CCCO2)cc(OCC(=O)N(C)C)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cccc(NC(=O)[C@@H]2CCCO2)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cccc(NC(=O)[C@H]2CCCO2)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)[C@@H]1CCCO1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)[C@H]1CCCO1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1ccc(F)c(NC(=O)[C@@H]2CCCO2)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1ccc(F)c(NC(=O)[C@H]2CCCO2)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
bases_c79_named.sdf,Cc1ccc(NC(=O)[C@@H]2CCCO2)cc1OCC(=O)N(C)C,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1ccc(NC(=O)[C@H]2CCCO2)cc1OCC(=O)N(C)C,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
bases_c79_named.sdf,Cc1cc(C)c(OCC(=O)N(C)C)cc1NC(=O)[C@@H]1CCCO1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,Cc1cc(C)c(OCC(=O)N(C)C)cc1NC(=O)[C@H]1CCCO1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cncc(NC(=O)[C@@H]2CCCO2)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,CN(C)C(=O)COc1cncc(NC(=O)[C@H]2CCCO2)c1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,N#CCC(=O)Nc1ccccc1NC(=O)CO,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,N#CCC(=O)Nc1ccncc1NC(=O)CO,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
bases_c79_named.sdf,N#CCC(=O)Nc1cc(F)ccc1NC(=O)CO,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
