file,molecule,mol_pred_loaded,sanitization,all_atoms_connected,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,GVPFTUOBLWBNJI-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,GVPFTUOBLWBNJI-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,FBNVFPGRCAQPCT-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,ZTDJEGPURPWKAK-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,WBDILGJJGDRLFR-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,VPAXKPTVSGUXQZ-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,USHDETYWPCTHEK-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,ZTGLLUSSACMYNE-UHFFFAOYSA-N,True,True,True,True,True,False,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,IBAWXSDLDZZNGA-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,VZBKQIINGNEDHL-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,RPBOUEMJOBBIDR-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,HQEKNZNNUTZLAE-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,HAAVJKZZGKEDPU-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,AKSURHUAGQQWHX-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,NRZOHTQVIPNMMH-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,JLIYQPMHTHRGDP-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,ULVMDPPZVMVKBL-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,ABTCVWCGYSSOGV-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,PJFFRQDHURSHGM-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,VUFZUHMIPLXWGK-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,XYKYGBPLRZPZMB-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,FHQLHGVEQIMYTG-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,JHZMHCCPHXTVDH-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,DDPJHXIDNIDGBD-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,JHZMHCCPHXTVDH-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,AVXQRKTXSXBNPP-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,CDTYWNHOSQYEGO-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,CDTYWNHOSQYEGO-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,BTQQVRBHNACNKU-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,JSUPXYZROWADPA-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,YXOSKKANWJIJOY-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,LXCOIZPPHPZJLW-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,CUHAEOJAXNJLLL-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,LXCOIZPPHPZJLW-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,LCSKLVVSOFHOOO-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,YMFXTZASBGMLKF-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,YMFXTZASBGMLKF-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,BAOZEGOGVWZOIX-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,NXZSZVCYCCPQSP-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,RWYKVNCVGBRENI-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,ZFGIZJRJYCRRHS-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,BTUBGYUTZVMOQE-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,CYSUOTMKUDBMFZ-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,LTURCBNOKGSFTI-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,WFKUTQSRODQJFO-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,MFVVKWWGPFFRCH-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,HWHRLRWYYRBVIM-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,ALCJNIPCFITZHL-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,VQRSSBXPBMCVSS-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,PQHLNDLJASDWNV-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,TUOVBPCFRQFYGO-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,PQHLNDLJASDWNV-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,LMYUQMVBTHTOSP-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,PJIKIJXNWWFHAS-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,PJIKIJXNWWFHAS-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,KTCXBEVEMLTTEF-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,CGGHTLUHFDFCAS-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,SRDGULMUCFCNKM-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,JOQRKFCIIQYZLX-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,LISNPGIFHAQIEO-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,HZNFTESFLXXWPL-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,GCAQUNSOGCAEFO-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,VXLLSVROUGTXAB-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
/Users/kate_fieseler/PycharmProjects/EV-A71-2A-syndirella-run/check_base_placements_april7/iris_placements.sdf,VXLLSVROUGTXAB-UHFFFAOYSA-N,True,True,True,True,True,True,True,True,True
